title,description,city,address,postal_code,start_date,content
Initiation au dessin dans les salons d'apparat,Venez vous initier au dessin dans un fastueux écrin !,Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-06 11:00:00+00:00,"Evenement : Initiation au dessin dans les salons d'apparat. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 06/03/2026. Description : Venez vous initier au dessin dans un fastueux écrin !"
Mardi cours de konpa,"Tous les Mardis ;  
Venez apprendre la danse konpa;  
20h a Minuit  
Le cours est suivi d'une soirée histoire de mettre en pratique le cours  
Possibilité de manger Haitien sur place  
Info: [0651967351](tel:0651967351)",Paris,291 rue saint denis 75002 Paris,75002,2026-03-06 04:00:00+00:00,"Evenement : Mardi cours de konpa. Lieu : 291 rue saint denis 75002 Paris, Paris. Date : 06/03/2026. Description : Tous les Mardis ;  
Venez apprendre la danse konpa;  
20h a Minuit  
Le cours est suivi d'une soirée histoire de mettre en pratique le cours  
Possibilité de manger Haitien sur place  
Info: [0651967351](tel:0651967351)"
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 5 mars 2026 : Concert de la formation « Interpréter sur scène une œuvre chantée dans les musiques actuelles »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-03-05 19:30:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 05/03/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 5 mars 2026 : Concert de la formation « Interpréter sur scène une œuvre chantée dans les musiques actuelles »

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
"Atelier théâtre ""Et si on rejouait le film ?""",Séance de Wallace et Gromit : coeurs à modeler,Paris,"98 Bd du Montparnasse, Paris",75014,2026-03-05 14:45:00+00:00,"Evenement : Atelier théâtre ""Et si on rejouait le film ?"". Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 05/03/2026. Description : Séance de Wallace et Gromit : coeurs à modeler"
La fille au bracelet de Stéphane Demoustier (2019-1h36),"Lise, 18 ans, vit dans un quartier résidentiel sans histoire et vient d'avoir son bac.  
Mais depuis deux ans, Lise porte un bracelet car elle est accusée d'avoir assassiné sa meilleure amie.",Paris,7 rue Francis de Pressensé 75014 Paris,75014,2026-03-04 19:00:00+00:00,"Evenement : La fille au bracelet de Stéphane Demoustier (2019-1h36). Lieu : 7 rue Francis de Pressensé 75014 Paris, Paris. Date : 04/03/2026. Description : Lise, 18 ans, vit dans un quartier résidentiel sans histoire et vient d'avoir son bac.  
Mais depuis deux ans, Lise porte un bracelet car elle est accusée d'avoir assassiné sa meilleure amie."
Atelier adulte et famille : Peinture sur soie au temps du Garde-Meuble,"En famille, initiez-vous à la peinture sur soie !",Paris,"2, Place de la Concorde 75008 Paris",75008,2026-03-04 14:00:00+00:00,"Evenement : Atelier adulte et famille : Peinture sur soie au temps du Garde-Meuble. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 04/03/2026. Description : En famille, initiez-vous à la peinture sur soie !"
Atelier enfant - Boules à neige,"**Atelier enfant - Boules à neige**
-----------------------------------

### _Venez fabriquer votre propre boule à neige._

Choisissez votre univers préféré : animaux, espace… Assemblez votre décor, ajoutez de la neige et des paillettes, vous pourrez secouer votre boule magique à l'infini !  
\- niveau débutant - matériels fournis -

### _Infos pratiques_

De 6 à 14 ans  
Les enfants doivent obligatoirement être accompagnés d'un adulte  
Les adultes doivent également s'inscrire (gratuit)  
**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRES**  
Mercredi 04 mars • 14h30 - 17h00

[\> S'inscrire ici !](https://www.laressourceriecreative.com/les-ateliers-vacances-creatives)",Paris,"95 avenue du Général Leclerc, 75014 Paris",75014,2026-03-04 13:30:00+00:00,"Evenement : Atelier enfant - Boules à neige. Lieu : 95 avenue du Général Leclerc, 75014 Paris, Paris. Date : 04/03/2026. Description : **Atelier enfant - Boules à neige**
-----------------------------------

### _Venez fabriquer votre propre boule à neige._

Choisissez votre univers préféré : animaux, espace… Assemblez votre décor, ajoutez de la neige et des paillettes, vous pourrez secouer votre boule magique à l'infini !  
\- niveau débutant - matériels fournis -

### _Infos pratiques_

De 6 à 14 ans  
Les enfants doivent obligatoirement être accompagnés d'un adulte  
Les adultes doivent également s'inscrire (gratuit)  
**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRES**  
Mercredi 04 mars • 14h30 - 17h00

[\> S'inscrire ici !](https://www.laressourceriecreative.com/les-ateliers-vacances-creatives)"
INDE KERALA - SUR LA ROUTE DU PAYS DE DIEU,Un voyage insolite suivi d'un débat en présence de Julie Gilles !,Paris,"6 Rue Péclet, Paris",75015,2026-03-03 19:45:00+00:00,"Evenement : INDE KERALA - SUR LA ROUTE DU PAYS DE DIEU. Lieu : 6 Rue Péclet, Paris, Paris. Date : 03/03/2026. Description : Un voyage insolite suivi d'un débat en présence de Julie Gilles !"
Le ciné-quiz de L'Epée 🔍,Incollable en ciné ?,Paris,"100, rue Mouffetard, Paris",75005,2026-03-03 18:30:00+00:00,"Evenement : Le ciné-quiz de L'Epée 🔍. Lieu : 100, rue Mouffetard, Paris, Paris. Date : 03/03/2026. Description : Incollable en ciné ?"
Avant-Première et représentation acrobatique,Séance de FANTASTIQUE,Paris,"98 Bd du Montparnasse, Paris",75014,2026-03-03 18:00:00+00:00,"Evenement : Avant-Première et représentation acrobatique. Lieu : 98 Bd du Montparnasse, Paris, Paris. Date : 03/03/2026. Description : Séance de FANTASTIQUE"
« JULIAN » de Cato Custers,"Synopsis :

Fleur et Julian tombent follement amoureuses et décident de se marier dans chaque pays où leur union peut être légalement reconnue. Portées par leur amour et leur engagement, elles s’élancent cœur et âme dans ce projet. Mais après seulement quatre mariages, leur parcours va s’interrompre brusquement…

Festival de Toronto 2025, Festival de Gand, Les Arcs Film Festival 2025 (2025 – Belgique/Pays-Bas – 1h31)Sortie le 25 mars 2026  
[TRAILER](https://youtu.be/s7WLJ_-pL4k)",Paris,46 rue Quincampoix,75004,2026-03-03 19:00:00+00:00,"Evenement : « JULIAN » de Cato Custers. Lieu : 46 rue Quincampoix, Paris. Date : 03/03/2026. Description : Synopsis :

Fleur et Julian tombent follement amoureuses et décident de se marier dans chaque pays où leur union peut être légalement reconnue. Portées par leur amour et leur engagement, elles s’élancent cœur et âme dans ce projet. Mais après seulement quatre mariages, leur parcours va s’interrompre brusquement…

Festival de Toronto 2025, Festival de Gand, Les Arcs Film Festival 2025 (2025 – Belgique/Pays-Bas – 1h31)Sortie le 25 mars 2026  
[TRAILER](https://youtu.be/s7WLJ_-pL4k)"
Atelier couture main - Accroches et boutons pression,"**Atelier couture main - Accroches et boutons pression**
--------------------------------------------------------

### _Avant de jeter, pensez à réparer !_

Initiez-vous à la couture d'accroches et de boutons pression sur des vêtements ou des sacs !  
\- niveau débutant -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Mardi 03 mars • 18h00 - 19h15

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)",Paris,"95 avenue du Général Leclerc, 75014 Paris",75014,2026-03-03 17:00:00+00:00,"Evenement : Atelier couture main - Accroches et boutons pression. Lieu : 95 avenue du Général Leclerc, 75014 Paris, Paris. Date : 03/03/2026. Description : **Atelier couture main - Accroches et boutons pression**
--------------------------------------------------------

### _Avant de jeter, pensez à réparer !_

Initiez-vous à la couture d'accroches et de boutons pression sur des vêtements ou des sacs !  
\- niveau débutant -

### _Infos pratiques_

**LIEU**  
L'Atelier de La Ressourcerie Créative, 95 avenue du Général Leclerc, 75014 Paris  
**HORAIRE**  
Mardi 03 mars • 18h00 - 19h15

[\> S'inscrire ici !](https://www.laressourceriecreative.com/ateliersgrandpublic)"
Lost in Frenchlation • 2 Mars • 20h00,Rois et Reine - Screening with English subtitles,Paris,"13, rue Victor-Cousin, Paris",75005,2026-03-02 19:00:00+00:00,"Evenement : Lost in Frenchlation • 2 Mars • 20h00. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 02/03/2026. Description : Rois et Reine - Screening with English subtitles"
Regards sur Arnaud Desplechin • 1 Mars • 16h30,Esther Kahn de Arnaud Desplechin,Paris,"13, rue Victor-Cousin, Paris",75005,2026-03-01 15:30:00+00:00,"Evenement : Regards sur Arnaud Desplechin • 1 Mars • 16h30. Lieu : 13, rue Victor-Cousin, Paris, Paris. Date : 01/03/2026. Description : Esther Kahn de Arnaud Desplechin"
enchanté,le ciné-club des comédies musicales,Paris,"100, rue Mouffetard, Paris",75005,2026-02-28 15:15:00+00:00,"Evenement : enchanté. Lieu : 100, rue Mouffetard, Paris, Paris. Date : 28/02/2026. Description : le ciné-club des comédies musicales"
"Anide, Le Soleil Englouti","**La Galerie Prima présente, du 29 janvier au 28 février 2026, Le Soleil Englouti, une exposition de l'artiste Anide. Il existe autant de mondes vécus qu’il existe de consciences pour les habiter. La réalité n’existe jamais sous une seule forme. Constamment, elle se meut, se métamorphose au gré des individus, des époques et des cultures. Néanmoins, au coeur de ces infinis possibles apparaissent des récurrences, des carrefours inévitables, des « patterns » que l’on retrouve encore et encore. Ils habitent nos histoires intimes comme les récits collectifs et nourrissent, depuis la nuit des temps, les mythologies, les religions, les sciences et les arts. Ils sont des guides qui nous rappellent que le monde à des lois qui le dépassent, celles de la nature elle-même.**  
Dans sa nouvelle exposition à la Galerie Prima, Anide (né en 1994, vit et travaille à Paris) s’empare d’un de ces motifs fondamentaux : l’image du Soleil Englouti. On la retrouve dans les mythes anciens où le Soleil descend chaque nuit dans le monde souterrain avant de renaître à l’aube ; avalé par un monstre, voilé par une éclipse, sacrifié pour que le cycle se poursuive. Sur le plan symbolique, cette image renvoie, chez Carl Gustav Jung, à une phase de retrait de la conscience : une immersion de l’ego dans l’inconscient, nécessaire au processus d’individuation. L’alchimie, dans sa philosophie, parle du Lion Vert qui dévore le Soleil : la matière brute absorbant la lumière pour la transmuter. La physique contemporaine quant à elle révèle que les étoiles meurent pour engendrer les éléments de la vie, que la lumière naît de l’effondrement, que l’engloutissement n’est jamais un vide mais une transformation extrême. A travers Kondratiev, Van Gennep ou Turner par exemples, les sciences économiques et sociales décrivent, elles aussi, des cycles de destruction et de recomposition où tout ordre nouveau surgit de la ruine de l’ancien. En ce sens, Le Soleil Englouti est plus qu’une image, il désigne une structure universelle des processus de transformation où aucune création ne s’opère sans perte, aucune naissance sans traversée de l’ombre.  
Anide explore à travers sa peinture cet instant de bascule, cet entre-deux fragile, suspendu, où les repères vacillent. Ni jour, ni nuit. Ni mort, ni renaissance. Un temps d’attente, de silence, de densité. Chaque tableau est né d’une intuition, sans esquisse au préalable. Ici, Les couleurs deviennent des atmosphères, les dilutions des jeux de lumière et les effacements des invitations à explorer les dessous de la matière. Les formes surgissent puis se dissolvent et la peinture devient alors un espace liminal. Avec son travail, l’artiste nous invite à explorer cet état entre deux mondes. Car après tout, ne serait-ce pas le lieu le plus sincère de notre condition humaine ? Celui où l’on accepte de ne pas savoir ce qui vient, où l’on consent à la transformation sans en maîtriser l’issue.  
Pour cette exposition, l’artiste étend sa démarche au-delà du mur. L’espace lui-même se fait traverser. Le sol obscur sur lequel le visiteur avance renforce la sensation d’entrer dans une zone intérieure, presque initiatique. Pour le vernissage, une bande sonore conçue par l’artiste accompagne l’arrivée dans l’exposition, installant un climat méditatif, comme si l’on entrait dans une phase nocturne avant un possible retour de l’aube.  
Au-delà de son aspect plastique et philosophique, l’exposition ouvre une réflexion sur notre époque. Là où les visions anciennes intégraient l’idée du cycle, notre imaginaire contemporain tend à refuser la dissolution. Les récits trans-humanistes par exemple, dans leurs formes les plus radicales, envisagent la mort comme un bug à corriger, la finitude comme une imperfection technique et le corps comme un prototype améliorable. Ce glissement marque un changement profond : on passe d’un monde structuré par l’alternance des phases à un modèle de croissance continue.  
Les peintures d’Anide invitent à accueillir l’incertitude, elles laissent affleurer des formes instables, jamais fixées. Rien n’y est définitif. Chaque image semble retenue dans un état de transition, comme un soleil encore couvert mais déjà prêt à revenir. Avec Le Soleil Englouti, Anide propose tant une traversée intérieure qu’un voyage dans un archétype universel qui rappelle que ce qui s’efface n’est pas toujours une perte, mais souvent la condition même de ce qui naît.

**À propos d'Anide**  
Anide (né en 1994 à Chambéry, vit et travaille à Paris) développe une peinture où l’abstraction et la figuration se rencontrent dans un dialogue intime. Après ses études à Lyon, il y fait une rencontre déterminante au Studio H13, lieu dédié aux cultures alternatives et émergentes, avant de s’installer à Londres, où il est marqué par la scène queer-punk, la photographie et le surréalisme.  
Aujourd’hui à Paris, il poursuit une recherche picturale nourrie de mythologie, de philosophie antique, de psychologie jungienne et de poésie contemporaine. Travaillant sans esquisse, il laisse formes et figures apparaître puis se dissoudre dans un mouvement d’improvisation. Par un jeu de recouvrement et d’effacement, il révèle des présences voilées, des symboles enfouis, des traces d’humanité.  
« L’essence du travail d’Anide semble se cacher comme des fantômes derrière le rideau de notre conscience. » Moritz Wassmuth

**À propos de la galerie Prima**  
Automne 2024. Après 10 ans de collaboration, Laetitia Ferrer et Sebastien Borderie ouvrent leur première galerie : Prima. Prima pour « premier » : le premier achat, la première œuvre, parfois même la première exposition. Tout naît du désir de soutenir la création, d’accompagner l’émergence d’artistes contemporains et de favoriser l’éclosion de nouvelles vocations de collectionneurs.",Paris,"13, rue Notre-Dame de Nazareth",75003,2026-02-28 10:00:00+00:00,"Evenement : Anide, Le Soleil Englouti. Lieu : 13, rue Notre-Dame de Nazareth, Paris. Date : 28/02/2026. Description : **La Galerie Prima présente, du 29 janvier au 28 février 2026, Le Soleil Englouti, une exposition de l'artiste Anide. Il existe autant de mondes vécus qu’il existe de consciences pour les habiter. La réalité n’existe jamais sous une seule forme. Constamment, elle se meut, se métamorphose au gré des individus, des époques et des cultures. Néanmoins, au coeur de ces infinis possibles apparaissent des récurrences, des carrefours inévitables, des « patterns » que l’on retrouve encore et encore. Ils habitent nos histoires intimes comme les récits collectifs et nourrissent, depuis la nuit des temps, les mythologies, les religions, les sciences et les arts. Ils sont des guides qui nous rappellent que le monde à des lois qui le dépassent, celles de la nature elle-même.**  
Dans sa nouvelle exposition à la Galerie Prima, Anide (né en 1994, vit et travaille à Paris) s’empare d’un de ces motifs fondamentaux : l’image du Soleil Englouti. On la retrouve dans les mythes anciens où le Soleil descend chaque nuit dans le monde souterrain avant de renaître à l’aube ; avalé par un monstre, voilé par une éclipse, sacrifié pour que le cycle se poursuive. Sur le plan symbolique, cette image renvoie, chez Carl Gustav Jung, à une phase de retrait de la conscience : une immersion de l’ego dans l’inconscient, nécessaire au processus d’individuation. L’alchimie, dans sa philosophie, parle du Lion Vert qui dévore le Soleil : la matière brute absorbant la lumière pour la transmuter. La physique contemporaine quant à elle révèle que les étoiles meurent pour engendrer les éléments de la vie, que la lumière naît de l’effondrement, que l’engloutissement n’est jamais un vide mais une transformation extrême. A travers Kondratiev, Van Gennep ou Turner par exemples, les sciences économiques et sociales décrivent, elles aussi, des cycles de destruction et de recomposition où tout ordre nouveau surgit de la ruine de l’ancien. En ce sens, Le Soleil Englouti est plus qu’une image, il désigne une structure universelle des processus de transformation où aucune création ne s’opère sans perte, aucune naissance sans traversée de l’ombre.  
Anide explore à travers sa peinture cet instant de bascule, cet entre-deux fragile, suspendu, où les repères vacillent. Ni jour, ni nuit. Ni mort, ni renaissance. Un temps d’attente, de silence, de densité. Chaque tableau est né d’une intuition, sans esquisse au préalable. Ici, Les couleurs deviennent des atmosphères, les dilutions des jeux de lumière et les effacements des invitations à explorer les dessous de la matière. Les formes surgissent puis se dissolvent et la peinture devient alors un espace liminal. Avec son travail, l’artiste nous invite à explorer cet état entre deux mondes. Car après tout, ne serait-ce pas le lieu le plus sincère de notre condition humaine ? Celui où l’on accepte de ne pas savoir ce qui vient, où l’on consent à la transformation sans en maîtriser l’issue.  
Pour cette exposition, l’artiste étend sa démarche au-delà du mur. L’espace lui-même se fait traverser. Le sol obscur sur lequel le visiteur avance renforce la sensation d’entrer dans une zone intérieure, presque initiatique. Pour le vernissage, une bande sonore conçue par l’artiste accompagne l’arrivée dans l’exposition, installant un climat méditatif, comme si l’on entrait dans une phase nocturne avant un possible retour de l’aube.  
Au-delà de son aspect plastique et philosophique, l’exposition ouvre une réflexion sur notre époque. Là où les visions anciennes intégraient l’idée du cycle, notre imaginaire contemporain tend à refuser la dissolution. Les récits trans-humanistes par exemple, dans leurs formes les plus radicales, envisagent la mort comme un bug à corriger, la finitude comme une imperfection technique et le corps comme un prototype améliorable. Ce glissement marque un changement profond : on passe d’un monde structuré par l’alternance des phases à un modèle de croissance continue.  
Les peintures d’Anide invitent à accueillir l’incertitude, elles laissent affleurer des formes instables, jamais fixées. Rien n’y est définitif. Chaque image semble retenue dans un état de transition, comme un soleil encore couvert mais déjà prêt à revenir. Avec Le Soleil Englouti, Anide propose tant une traversée intérieure qu’un voyage dans un archétype universel qui rappelle que ce qui s’efface n’est pas toujours une perte, mais souvent la condition même de ce qui naît.

**À propos d'Anide**  
Anide (né en 1994 à Chambéry, vit et travaille à Paris) développe une peinture où l’abstraction et la figuration se rencontrent dans un dialogue intime. Après ses études à Lyon, il y fait une rencontre déterminante au Studio H13, lieu dédié aux cultures alternatives et émergentes, avant de s’installer à Londres, où il est marqué par la scène queer-punk, la photographie et le surréalisme.  
Aujourd’hui à Paris, il poursuit une recherche picturale nourrie de mythologie, de philosophie antique, de psychologie jungienne et de poésie contemporaine. Travaillant sans esquisse, il laisse formes et figures apparaître puis se dissoudre dans un mouvement d’improvisation. Par un jeu de recouvrement et d’effacement, il révèle des présences voilées, des symboles enfouis, des traces d’humanité.  
« L’essence du travail d’Anide semble se cacher comme des fantômes derrière le rideau de notre conscience. » Moritz Wassmuth

**À propos de la galerie Prima**  
Automne 2024. Après 10 ans de collaboration, Laetitia Ferrer et Sebastien Borderie ouvrent leur première galerie : Prima. Prima pour « premier » : le premier achat, la première œuvre, parfois même la première exposition. Tout naît du désir de soutenir la création, d’accompagner l’émergence d’artistes contemporains et de favoriser l’éclosion de nouvelles vocations de collectionneurs."
